"Location Name Key","Event First CSV File Name","Event First Location Name Key","Event First Date","Event First Value","Confirmed First CSV File Name","Confirmed First Location Name Key","Confirmed First Date","Confirmed First Value","Deaths First CSV File Name","Deaths First Location Name Key","Deaths First Date","Deaths First Value","Recovered First CSV File Name","Recovered First Location Name Key","Recovered First Date","Recovered First Value","Active First CSV File Name","Active First Location Name Key","Active First Date","Active First Value"
"Lafayette, MO, USA","03-23-2020.csv","Lafayette, MO, USA","03-23-2020","1","03-23-2020.csv","Lafayette, MO, USA","03-23-2020","1","03-31-2020.csv","Lafayette, MO, USA","03-31-2020","1",,,,,"03-23-2020.csv","Lafayette, MO, USA","03-23-2020","1"
"Lafayette, MS, USA","03-22-2020.csv","Lafayette, MS, USA","03-22-2020","5","03-22-2020.csv","Lafayette, MS, USA","03-22-2020","5","03-31-2020.csv","Lafayette, MS, USA","03-31-2020","1",,,,,"03-22-2020.csv","Lafayette, MS, USA","03-22-2020","5"
"Lafayette, WI, USA",,,,,,,,,,,,,,,,,,,,
"Lafourche, LA, USA","03-22-2020.csv","Lafourche, LA, USA","03-22-2020","11","03-22-2020.csv","Lafourche, LA, USA","03-22-2020","11","03-25-2020.csv","Lafourche, LA, USA","03-25-2020","1",,,,,"03-22-2020.csv","Lafourche, LA, USA","03-22-2020","11"
"Lagrange, IN, USA","03-27-2020.csv","Lagrange, IN, USA","03-27-2020","2","03-27-2020.csv","Lagrange, IN, USA","03-27-2020","2",,,,,,,,,"03-27-2020.csv","Lagrange, IN, USA","03-27-2020","2"
"Lake And Peninsula, AK, USA",,,,,,,,,,,,,,,,,,,,
"Lake Of The Woods, MN, USA",,,,,,,,,,,,,,,,,,,,
"Lake, CA, USA",,,,,,,,,,,,,,,,,,,,
"Lake, CO, USA","03-31-2020.csv","Lake, CO, USA","03-31-2020","1","03-31-2020.csv","Lake, CO, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Lake, CO, USA","03-31-2020","1"
"Lake, FL, USA","03-22-2020.csv","Lake, FL, USA","03-22-2020","6","03-22-2020.csv","Lake, FL, USA","03-22-2020","6","04-02-2020.csv","Lake, FL, USA","04-02-2020","2",,,,,"03-22-2020.csv","Lake, FL, USA","03-22-2020","6"
"Lake, IL, USA","03-22-2020.csv","Lake, IL, USA","03-22-2020","69","03-22-2020.csv","Lake, IL, USA","03-22-2020","69","03-28-2020.csv","Lake, IL, USA","03-28-2020","1",,,,,"03-22-2020.csv","Lake, IL, USA","03-22-2020","69"
"Lake, IN, USA","03-22-2020.csv","Lake, IN, USA","03-22-2020","10","03-22-2020.csv","Lake, IN, USA","03-22-2020","10","03-28-2020.csv","Lake, IN, USA","03-28-2020","1",,,,,"03-22-2020.csv","Lake, IN, USA","03-22-2020","10"
"Lake, MI, USA",,,,,,,,,,,,,,,,,,,,
"Lake, MN, USA",,,,,,,,,,,,,,,,,,,,
"Lake, MT, USA","03-27-2020.csv","Lake, MT, USA","03-27-2020","1","03-27-2020.csv","Lake, MT, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Lake, MT, USA","03-27-2020","1"
"Lake, OH, USA","03-22-2020.csv","Lake, OH, USA","03-22-2020","6","03-22-2020.csv","Lake, OH, USA","03-22-2020","6","03-28-2020.csv","Lake, OH, USA","03-28-2020","1",,,,,"03-22-2020.csv","Lake, OH, USA","03-22-2020","6"
"Lake, OR, USA",,,,,,,,,,,,,,,,,,,,
"Lake, SD, USA","04-02-2020.csv","Lake, SD, USA","04-02-2020","1","04-02-2020.csv","Lake, SD, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Lake, SD, USA","04-02-2020","1"
"Lake, TN, USA",,,,,,,,,,,,,,,,,,,,
"Lamar, AL, USA","03-22-2020.csv","Lamar, AL, USA","03-22-2020","1","03-22-2020.csv","Lamar, AL, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Lamar, AL, USA","03-22-2020","1"
"Lamar, GA, USA","03-28-2020.csv","Lamar, GA, USA","03-28-2020","2","03-28-2020.csv","Lamar, GA, USA","03-28-2020","2",,,,,,,,,"03-28-2020.csv","Lamar, GA, USA","03-28-2020","2"
"Lamar, MS, USA","03-23-2020.csv","Lamar, MS, USA","03-23-2020","1","03-23-2020.csv","Lamar, MS, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Lamar, MS, USA","03-23-2020","1"
"Lamar, TX, USA","03-22-2020.csv","Lamar, TX, USA","03-22-2020","1","03-22-2020.csv","Lamar, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Lamar, TX, USA","03-22-2020","1"
"Lamb, TX, USA","03-27-2020.csv","Lamb, TX, USA","03-27-2020","1","03-27-2020.csv","Lamb, TX, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Lamb, TX, USA","03-27-2020","1"
"Lamoille, VT, USA","03-23-2020.csv","Lamoille, VT, USA","03-23-2020","1","03-23-2020.csv","Lamoille, VT, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Lamoille, VT, USA","03-23-2020","1"
"Lamoure, ND, USA",,,,,,,,,,,,,,,,,,,,
"Lampasas, TX, USA","04-03-2020.csv","Lampasas, TX, USA","04-03-2020","1","04-03-2020.csv","Lampasas, TX, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Lampasas, TX, USA","04-03-2020","1"
"Lancaster, NE, USA","03-22-2020.csv","Lancaster, NE, USA","03-22-2020","2","03-22-2020.csv","Lancaster, NE, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Lancaster, NE, USA","03-22-2020","2"
"Lancaster, PA, USA","03-23-2020.csv","Lancaster, PA, USA","03-23-2020","5","03-23-2020.csv","Lancaster, PA, USA","03-23-2020","5","03-28-2020.csv","Lancaster, PA, USA","03-28-2020","1",,,,,"03-23-2020.csv","Lancaster, PA, USA","03-23-2020","5"
"Lancaster, SC, USA","03-22-2020.csv","Lancaster, SC, USA","03-22-2020","5","03-22-2020.csv","Lancaster, SC, USA","03-22-2020","5",,,,,,,,,"03-22-2020.csv","Lancaster, SC, USA","03-22-2020","5"
"Lancaster, VA, USA","03-28-2020.csv","Lancaster, VA, USA","03-28-2020","1","03-28-2020.csv","Lancaster, VA, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Lancaster, VA, USA","03-28-2020","1"
"Lander, NV, USA",,,,,,,,,,,,,,,,,,,,
"Lane, KS, USA",,,,,,,,,,,,,,,,,,,,
"Lane, OR, USA","03-22-2020.csv","Lane, OR, USA","03-22-2020","4","03-22-2020.csv","Lane, OR, USA","03-22-2020","4","03-22-2020.csv","Lane, OR, USA","03-22-2020","1",,,,,"03-22-2020.csv","Lane, OR, USA","03-22-2020","3"
"Langlade, WI, USA",,,,,,,,,,,,,,,,,,,,
"Lanier, GA, USA","04-02-2020.csv","Lanier, GA, USA","04-02-2020","1","04-02-2020.csv","Lanier, GA, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Lanier, GA, USA","04-02-2020","1"
"Laos","03-24-2020.csv","Laos","03-24-2020","2","03-24-2020.csv","Laos","03-24-2020","2",,,,,,,,,"03-24-2020.csv","Laos","03-24-2020","2"
"Lapeer, MI, USA","03-24-2020.csv","Lapeer, MI, USA","03-24-2020","1","03-24-2020.csv","Lapeer, MI, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Lapeer, MI, USA","03-24-2020","1"
"Laporte, IN, USA","03-22-2020.csv","Laporte, IN, USA","03-22-2020","2","03-22-2020.csv","Laporte, IN, USA","03-22-2020","2","04-02-2020.csv","Laporte, IN, USA","04-02-2020","1",,,,,"03-22-2020.csv","Laporte, IN, USA","03-22-2020","2"
"Laramie, WY, USA","03-22-2020.csv","Laramie, WY, USA","03-22-2020","6","03-22-2020.csv","Laramie, WY, USA","03-22-2020","6",,,,,,,,,"03-22-2020.csv","Laramie, WY, USA","03-22-2020","6"
"Larimer, CO, USA","03-22-2020.csv","Larimer, CO, USA","03-22-2020","32","03-22-2020.csv","Larimer, CO, USA","03-22-2020","32","03-26-2020.csv","Larimer, CO, USA","03-26-2020","1",,,,,"03-22-2020.csv","Larimer, CO, USA","03-22-2020","32"
"Larue, KY, USA","03-29-2020.csv","Larue, KY, USA","03-29-2020","1","03-29-2020.csv","Larue, KY, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Larue, KY, USA","03-29-2020","1"
"Las Animas, CO, USA",,,,,,,,,,,,,,,,,,,,
"Lasalle, IL, USA","03-22-2020.csv","Lasalle, IL, USA","03-22-2020","1","03-22-2020.csv","Lasalle, IL, USA","03-22-2020","1","03-29-2020.csv","Lasalle, IL, USA","03-29-2020","1",,,,,"03-22-2020.csv","Lasalle, IL, USA","03-22-2020","1"
"Lasalle, LA, USA","03-28-2020.csv","Lasalle, LA, USA","03-28-2020","2","03-28-2020.csv","Lasalle, LA, USA","03-28-2020","2",,,,,,,,,"03-28-2020.csv","Lasalle, LA, USA","03-28-2020","2"
"Lassen, CA, USA",,,,,,,,,,,,,,,,,,,,
"Latah, ID, USA","04-01-2020.csv","Latah, ID, USA","04-01-2020","1","04-01-2020.csv","Latah, ID, USA","04-01-2020","1",,,,,,,,,"04-01-2020.csv","Latah, ID, USA","04-01-2020","1"
"Latimer, OK, USA","03-27-2020.csv","Latimer, OK, USA","03-27-2020","1","03-27-2020.csv","Latimer, OK, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Latimer, OK, USA","03-27-2020","1"
"Latvia","03-02-2020.csv","Latvia","03-02-2020","1","03-02-2020.csv","Latvia","03-02-2020","1","04-03-2020.csv","Latvia","04-03-2020","1","03-10-2020.csv","Latvia","03-10-2020","1","03-02-2020.csv","Latvia","03-02-2020","1"
"Lauderdale, AL, USA","03-22-2020.csv","Lauderdale, AL, USA","03-22-2020","2","03-22-2020.csv","Lauderdale, AL, USA","03-22-2020","2","03-27-2020.csv","Lauderdale, AL, USA","03-27-2020","1",,,,,"03-22-2020.csv","Lauderdale, AL, USA","03-22-2020","2"
"Lauderdale, MS, USA","03-26-2020.csv","Lauderdale, MS, USA","03-26-2020","3","03-26-2020.csv","Lauderdale, MS, USA","03-26-2020","3",,,,,,,,,"03-26-2020.csv","Lauderdale, MS, USA","03-26-2020","3"
"Lauderdale, TN, USA","04-01-2020.csv","Lauderdale, TN, USA","04-01-2020","1","04-01-2020.csv","Lauderdale, TN, USA","04-01-2020","1",,,,,,,,,"04-01-2020.csv","Lauderdale, TN, USA","04-01-2020","1"
"Laurel, KY, USA","03-24-2020.csv","Laurel, KY, USA","03-24-2020","1","03-24-2020.csv","Laurel, KY, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Laurel, KY, USA","03-24-2020","1"
"Laurens, GA, USA","03-22-2020.csv","Laurens, GA, USA","03-22-2020","2","03-22-2020.csv","Laurens, GA, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Laurens, GA, USA","03-22-2020","2"
"Laurens, SC, USA","03-28-2020.csv","Laurens, SC, USA","03-28-2020","2","03-28-2020.csv","Laurens, SC, USA","03-28-2020","2",,,,,,,,,"03-28-2020.csv","Laurens, SC, USA","03-28-2020","2"
"Lavaca, TX, USA","03-22-2020.csv","Lavaca, TX, USA","03-22-2020","1","03-22-2020.csv","Lavaca, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Lavaca, TX, USA","03-22-2020","1"
"Lawrence, AL, USA","03-27-2020.csv","Lawrence, AL, USA","03-27-2020","2","03-27-2020.csv","Lawrence, AL, USA","03-27-2020","2",,,,,,,,,"03-27-2020.csv","Lawrence, AL, USA","03-27-2020","2"
"Lawrence, AR, USA","03-23-2020.csv","Lawrence, AR, USA","03-23-2020","1","03-23-2020.csv","Lawrence, AR, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Lawrence, AR, USA","03-23-2020","1"
"Lawrence, IL, USA",,,,,,,,,,,,,,,,,,,,
"Lawrence, IN, USA","03-24-2020.csv","Lawrence, IN, USA","03-24-2020","1","03-24-2020.csv","Lawrence, IN, USA","03-24-2020","1","04-01-2020.csv","Lawrence, IN, USA","04-01-2020","1",,,,,"03-24-2020.csv","Lawrence, IN, USA","03-24-2020","1"
"Lawrence, KY, USA","03-31-2020.csv","Lawrence, KY, USA","03-31-2020","1","03-31-2020.csv","Lawrence, KY, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Lawrence, KY, USA","03-31-2020","1"
"Lawrence, MO, USA",,,,,,,,,,,,,,,,,,,,
"Lawrence, MS, USA","03-22-2020.csv","Lawrence, MS, USA","03-22-2020","2","03-22-2020.csv","Lawrence, MS, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Lawrence, MS, USA","03-22-2020","2"
"Lawrence, OH, USA","03-25-2020.csv","Lawrence, OH, USA","03-25-2020","1","03-25-2020.csv","Lawrence, OH, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Lawrence, OH, USA","03-25-2020","1"
"Lawrence, PA, USA","03-25-2020.csv","Lawrence, PA, USA","03-25-2020","1","03-25-2020.csv","Lawrence, PA, USA","03-25-2020","1","03-29-2020.csv","Lawrence, PA, USA","03-29-2020","1",,,,,"03-25-2020.csv","Lawrence, PA, USA","03-25-2020","1"
"Lawrence, SD, USA","03-27-2020.csv","Lawrence, SD, USA","03-27-2020","2","03-27-2020.csv","Lawrence, SD, USA","03-27-2020","2",,,,,,,,,"03-27-2020.csv","Lawrence, SD, USA","03-27-2020","2"
"Lawrence, TN, USA","03-31-2020.csv","Lawrence, TN, USA","03-31-2020","2","03-31-2020.csv","Lawrence, TN, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Lawrence, TN, USA","03-31-2020","2"
"Le Flore, OK, USA","03-28-2020.csv","Le Flore, OK, USA","03-28-2020","1","03-28-2020.csv","Le Flore, OK, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Le Flore, OK, USA","03-28-2020","1"
"Le Sueur, MN, USA","03-22-2020.csv","Le Sueur, MN, USA","03-22-2020","1","03-22-2020.csv","Le Sueur, MN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Le Sueur, MN, USA","03-22-2020","1"
"Lea, NM, USA","03-22-2020.csv","Lea, NM, USA","03-22-2020","1","03-22-2020.csv","Lea, NM, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Lea, NM, USA","03-22-2020","1"
"Leake, MS, USA","03-22-2020.csv","Leake, MS, USA","03-22-2020","1","03-22-2020.csv","Leake, MS, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Leake, MS, USA","03-22-2020","1"
"Leavenworth, KS, USA","03-22-2020.csv","Leavenworth, KS, USA","03-22-2020","4","03-22-2020.csv","Leavenworth, KS, USA","03-22-2020","4",,,,,,,,,"03-22-2020.csv","Leavenworth, KS, USA","03-22-2020","4"
"Lebanon","02-22-2020.csv","Lebanon","02-22-2020","1","02-22-2020.csv","Lebanon","02-22-2020","1","03-10-2020.csv","Lebanon","03-10-2020","1","03-04-2020.csv","Lebanon","03-04-2020","1","02-22-2020.csv","Lebanon","02-22-2020","1"
"Lebanon, PA, USA","03-22-2020.csv","Lebanon, PA, USA","03-22-2020","3","03-22-2020.csv","Lebanon, PA, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Lebanon, PA, USA","03-22-2020","3"
"Lee, AL, USA","03-22-2020.csv","Lee, AL, USA","03-22-2020","16","03-22-2020.csv","Lee, AL, USA","03-22-2020","16","03-29-2020.csv","Lee, AL, USA","03-29-2020","2",,,,,"03-22-2020.csv","Lee, AL, USA","03-22-2020","16"
"Lee, AR, USA","04-02-2020.csv","Lee, AR, USA","04-02-2020","1","04-02-2020.csv","Lee, AR, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Lee, AR, USA","04-02-2020","1"
"Lee, FL, USA","03-07-2020.csv","Lee, FL, USA","03-07-2020","2","03-07-2020.csv","Lee, FL, USA","03-07-2020","2","03-08-2020.csv","Lee, FL, USA","03-08-2020","1",,,,,"03-07-2020.csv","Lee, FL, USA","03-07-2020","2"
"Lee, GA, USA","03-22-2020.csv","Lee, GA, USA","03-22-2020","16","03-22-2020.csv","Lee, GA, USA","03-22-2020","16","03-28-2020.csv","Lee, GA, USA","03-28-2020","5",,,,,"03-22-2020.csv","Lee, GA, USA","03-22-2020","16"
"Lee, IA, USA",,,,,,,,,,,,,,,,,,,,
"Lee, IL, USA",,,,,,,,,,,,,,,,,,,,
"Lee, KY, USA",,,,,,,,,,,,,,,,,,,,
"Lee, MS, USA","03-22-2020.csv","Lee, MS, USA","03-22-2020","6","03-22-2020.csv","Lee, MS, USA","03-22-2020","6","03-28-2020.csv","Lee, MS, USA","03-28-2020","1",,,,,"03-22-2020.csv","Lee, MS, USA","03-22-2020","6"
"Lee, NC, USA","03-22-2020.csv","Lee, NC, USA","03-22-2020","1","03-22-2020.csv","Lee, NC, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Lee, NC, USA","03-22-2020","1"
"Lee, SC, USA","03-22-2020.csv","Lee, SC, USA","03-22-2020","1","03-22-2020.csv","Lee, SC, USA","03-22-2020","1","04-01-2020.csv","Lee, SC, USA","04-01-2020","1",,,,,"03-22-2020.csv","Lee, SC, USA","03-22-2020","1"
"Lee, TX, USA","04-02-2020.csv","Lee, TX, USA","04-02-2020","1","04-02-2020.csv","Lee, TX, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Lee, TX, USA","04-02-2020","1"
"Lee, VA, USA","03-22-2020.csv","Lee, VA, USA","03-22-2020","2","03-22-2020.csv","Lee, VA, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Lee, VA, USA","03-22-2020","2"
"Leelanau, MI, USA","03-22-2020.csv","Leelanau, MI, USA","03-22-2020","1","03-22-2020.csv","Leelanau, MI, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Leelanau, MI, USA","03-22-2020","1"
"Leflore, MS, USA","03-22-2020.csv","Leflore, MS, USA","03-22-2020","8","03-22-2020.csv","Leflore, MS, USA","03-22-2020","8","03-31-2020.csv","Leflore, MS, USA","03-31-2020","1",,,,,"03-22-2020.csv","Leflore, MS, USA","03-22-2020","8"
"Lehigh, PA, USA","03-22-2020.csv","Lehigh, PA, USA","03-22-2020","19","03-22-2020.csv","Lehigh, PA, USA","03-22-2020","19","03-22-2020.csv","Lehigh, PA, USA","03-22-2020","1",,,,,"03-22-2020.csv","Lehigh, PA, USA","03-22-2020","18"
"Lemhi, ID, USA",,,,,,,,,,,,,,,,,,,,
"Lenawee, MI, USA","03-25-2020.csv","Lenawee, MI, USA","03-25-2020","3","03-25-2020.csv","Lenawee, MI, USA","03-25-2020","3",,,,,,,,,"03-25-2020.csv","Lenawee, MI, USA","03-25-2020","3"
"Lenoir, NC, USA","03-24-2020.csv","Lenoir, NC, USA","03-24-2020","1","03-24-2020.csv","Lenoir, NC, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Lenoir, NC, USA","03-24-2020","1"
"Leon, FL, USA","03-22-2020.csv","Leon, FL, USA","03-22-2020","5","03-22-2020.csv","Leon, FL, USA","03-22-2020","5","03-22-2020.csv","Leon, FL, USA","03-22-2020","1",,,,,"03-22-2020.csv","Leon, FL, USA","03-22-2020","4"
"Leon, TX, USA","03-30-2020.csv","Leon, TX, USA","03-30-2020","1","03-30-2020.csv","Leon, TX, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Leon, TX, USA","03-30-2020","1"
"Leslie, KY, USA",,,,,,,,,,,,,,,,,,,,
"Letcher, KY, USA",,,,,,,,,,,,,,,,,,,,
"Levy, FL, USA","03-28-2020.csv","Levy, FL, USA","03-28-2020","1","03-28-2020.csv","Levy, FL, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Levy, FL, USA","03-28-2020","1"
"Lewis And Clark, MT, USA","03-22-2020.csv","Lewis And Clark, MT, USA","03-22-2020","3","03-22-2020.csv","Lewis And Clark, MT, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Lewis And Clark, MT, USA","03-22-2020","3"
"Lewis, ID, USA","04-03-2020.csv","Lewis, ID, USA","04-03-2020","1","04-03-2020.csv","Lewis, ID, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Lewis, ID, USA","04-03-2020","1"
"Lewis, KY, USA","03-31-2020.csv","Lewis, KY, USA","03-31-2020","1","03-31-2020.csv","Lewis, KY, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Lewis, KY, USA","03-31-2020","1"
"Lewis, MO, USA",,,,,,,,,,,,,,,,,,,,
"Lewis, NY, USA","03-31-2020.csv","Lewis, NY, USA","03-31-2020","2","03-31-2020.csv","Lewis, NY, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Lewis, NY, USA","03-31-2020","2"
"Lewis, TN, USA","03-25-2020.csv","Lewis, TN, USA","03-25-2020","1","03-25-2020.csv","Lewis, TN, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Lewis, TN, USA","03-25-2020","1"
"Lewis, WA, USA","03-22-2020.csv","Lewis, WA, USA","03-22-2020","2","03-22-2020.csv","Lewis, WA, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Lewis, WA, USA","03-22-2020","2"
"Lewis, WV, USA",,,,,,,,,,,,,,,,,,,,
"Lexington, SC, USA","03-22-2020.csv","Lexington, SC, USA","03-22-2020","12","03-22-2020.csv","Lexington, SC, USA","03-22-2020","12","03-22-2020.csv","Lexington, SC, USA","03-22-2020","1",,,,,"03-22-2020.csv","Lexington, SC, USA","03-22-2020","11"
"Lexington, VA, USA","04-03-2020.csv","Lexington, VA, USA","04-03-2020","2","04-03-2020.csv","Lexington, VA, USA","04-03-2020","2",,,,,,,,,"04-03-2020.csv","Lexington, VA, USA","04-03-2020","2"
"Liaoning, China","01-22-2020.csv","Liaoning, China","01-22-2020","2","01-22-2020.csv","Liaoning, China","01-22-2020","2","02-12-2020.csv","Liaoning, China","02-12-2020","1","01-29-2020.csv","Liaoning, China","01-29-2020","1","01-22-2020.csv","Liaoning, China","01-22-2020","2"
"Liberia","03-16-2020.csv","Liberia","03-16-2020","1","03-16-2020.csv","Liberia","03-16-2020","1",,,,,,,,,"03-16-2020.csv","Liberia","03-16-2020","1"
"Liberty, FL, USA",,,,,,,,,,,,,,,,,,,,
"Liberty, GA, USA","03-24-2020.csv","Liberty, GA, USA","03-24-2020","1","03-24-2020.csv","Liberty, GA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Liberty, GA, USA","03-24-2020","1"
"Liberty, MT, USA","04-01-2020.csv","Liberty, MT, USA","04-01-2020","1","04-01-2020.csv","Liberty, MT, USA","04-01-2020","1",,,,,,,,,"04-01-2020.csv","Liberty, MT, USA","04-01-2020","1"
"Liberty, TX, USA","03-22-2020.csv","Liberty, TX, USA","03-22-2020","1","03-22-2020.csv","Liberty, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Liberty, TX, USA","03-22-2020","1"
"Libya","03-24-2020.csv","Libya","03-24-2020","1","03-24-2020.csv","Libya","03-24-2020","1","04-02-2020.csv","Libya","04-02-2020","1","03-31-2020.csv","Libya","03-31-2020","1","03-24-2020.csv","Libya","03-24-2020","1"
"Licking, OH, USA","03-22-2020.csv","Licking, OH, USA","03-22-2020","1","03-22-2020.csv","Licking, OH, USA","03-22-2020","1","04-03-2020.csv","Licking, OH, USA","04-03-2020","1",,,,,"03-22-2020.csv","Licking, OH, USA","03-22-2020","1"
"Liechtenstein","03-04-2020.csv","Liechtenstein","03-04-2020","1","03-04-2020.csv","Liechtenstein","03-04-2020","1",,,,,,,,,"03-04-2020.csv","Liechtenstein","03-04-2020","1"
"Limestone, AL, USA","03-22-2020.csv","Limestone, AL, USA","03-22-2020","1","03-22-2020.csv","Limestone, AL, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Limestone, AL, USA","03-22-2020","1"
"Limestone, TX, USA","03-25-2020.csv","Limestone, TX, USA","03-25-2020","1","03-25-2020.csv","Limestone, TX, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Limestone, TX, USA","03-25-2020","1"
"Lincoln, AR, USA","03-23-2020.csv","Lincoln, AR, USA","03-23-2020","2","03-23-2020.csv","Lincoln, AR, USA","03-23-2020","2",,,,,,,,,"03-23-2020.csv","Lincoln, AR, USA","03-23-2020","2"
"Lincoln, CO, USA","03-28-2020.csv","Lincoln, CO, USA","03-28-2020","1","03-28-2020.csv","Lincoln, CO, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Lincoln, CO, USA","03-28-2020","1"
"Lincoln, GA, USA","03-22-2020.csv","Lincoln, GA, USA","03-22-2020","1","03-22-2020.csv","Lincoln, GA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Lincoln, GA, USA","03-22-2020","1"
"Lincoln, ID, USA","03-28-2020.csv","Lincoln, ID, USA","03-28-2020","1","03-28-2020.csv","Lincoln, ID, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Lincoln, ID, USA","03-28-2020","1"
"Lincoln, KS, USA",,,,,,,,,,,,,,,,,,,,
"Lincoln, KY, USA",,,,,,,,,,,,,,,,,,,,
"Lincoln, LA, USA","03-23-2020.csv","Lincoln, LA, USA","03-23-2020","2","03-23-2020.csv","Lincoln, LA, USA","03-23-2020","2",,,,,,,,,"03-23-2020.csv","Lincoln, LA, USA","03-23-2020","2"
"Lincoln, ME, USA","03-22-2020.csv","Lincoln, ME, USA","03-22-2020","4","03-22-2020.csv","Lincoln, ME, USA","03-22-2020","4",,,,,,,,,"03-22-2020.csv","Lincoln, ME, USA","03-22-2020","4"
"Lincoln, MN, USA","03-27-2020.csv","Lincoln, MN, USA","03-27-2020","1","03-27-2020.csv","Lincoln, MN, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Lincoln, MN, USA","03-27-2020","1"
"Lincoln, MO, USA","03-26-2020.csv","Lincoln, MO, USA","03-26-2020","1","03-26-2020.csv","Lincoln, MO, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Lincoln, MO, USA","03-26-2020","1"
"Lincoln, MS, USA","03-22-2020.csv","Lincoln, MS, USA","03-22-2020","4","03-22-2020.csv","Lincoln, MS, USA","03-22-2020","4",,,,,,,,,"03-22-2020.csv","Lincoln, MS, USA","03-22-2020","4"
"Lincoln, MT, USA","03-26-2020.csv","Lincoln, MT, USA","03-26-2020","1","03-26-2020.csv","Lincoln, MT, USA","03-26-2020","1","03-28-2020.csv","Lincoln, MT, USA","03-28-2020","1",,,,,"03-26-2020.csv","Lincoln, MT, USA","03-26-2020","1"
"Lincoln, NC, USA","03-22-2020.csv","Lincoln, NC, USA","03-22-2020","1","03-22-2020.csv","Lincoln, NC, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Lincoln, NC, USA","03-22-2020","1"
"Lincoln, NE, USA","03-22-2020.csv","Lincoln, NE, USA","03-22-2020","3","03-22-2020.csv","Lincoln, NE, USA","03-22-2020","3","03-31-2020.csv","Lincoln, NE, USA","03-31-2020","1",,,,,"03-22-2020.csv","Lincoln, NE, USA","03-22-2020","3"
"Lincoln, NM, USA",,,,,,,,,,,,,,,,,,,,
"Lincoln, NV, USA",,,,,,,,,,,,,,,,,,,,
"Lincoln, OK, USA","03-26-2020.csv","Lincoln, OK, USA","03-26-2020","1","03-26-2020.csv","Lincoln, OK, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Lincoln, OK, USA","03-26-2020","1"
"Lincoln, OR, USA","03-25-2020.csv","Lincoln, OR, USA","03-25-2020","1","03-25-2020.csv","Lincoln, OR, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Lincoln, OR, USA","03-25-2020","1"
